code,code_name,buy_date,sell_date,purchase_price,sell_price,sell_rate,holding_amount,holding_days
042940,상지건설,202504030900,20250404,5340,6940,29.6,187,1
380540,옵티코어,202601190900,20260120,3355,4360,29.6,298,1
076610,해성옵틱스,202601200900,20260121,898,1167,29.6,1113,1
076610,해성옵틱스,202601270900,20260128,1315,1709,29.6,760,1
083640,인콘,202602040900,20260205,494,642,29.6,2024,1
038500,삼표시멘트,202602030900,20260204,10920,14190,29.59,91,1
014970,삼륭물산,202504240900,20250425,6310,8200,29.59,158,1
094940,푸른기술,202601190900,20260120,9520,12370,29.58,105,1
340810,시선AI,202601190900,20260120,2690,3495,29.57,371,1
019570,플루토스,202602100900,20260211,431,560,29.57,2320,1
042940,상지건설,202504070900,20250408,9020,11720,29.57,110,1
067570,엔브이에이치코리아,202412120900,20241217,2340,3040,29.56,427,5
080220,제주반도체,202601020900,20260105,26750,34750,29.55,37,3
348340,뉴로메카,202601190900,20260120,71900,93400,29.54,13,1
138610,나이벡,202505290900,20250530,28950,37600,29.52,34,1
054920,한컴위드,202601270900,20260128,4875,6330,29.49,205,1
000250,삼천당제약,202602260900,20260227,583000,757000,29.49,1,1
106240,파인테크닉스,202503040900,20250305,1887,2450,29.48,529,1
042000,카페24,202406180900,20240620,30200,39200,29.44,33,2
189330,씨이랩,202507290900,20250730,7160,9290,29.39,139,1
066980,한성크린텍,202511110900,20251112,1300,1686,29.33,769,1
078590,휴림에이텍,202510310900,20251103,725,940,29.3,1379,3
004410,서울식품,202602230900,20260224,172,223,29.29,5813,1
065060,지엔코,202506050900,20250609,1774,2300,29.29,563,4
003960,사조대림,202407080900,20240709,83700,108500,29.27,11,1
043260,성호전자,202601120900,20260113,11220,14540,29.23,89,1
004840,DRB동일,202402270900,20240228,5750,7450,29.21,173,1
053580,웹케시,202504030900,20250404,11230,14550,29.21,89,1
000370,한화손해보험,202602200900,20260223,7580,9820,29.19,131,3
368770,파이버프로,202512170900,20251222,8970,11620,29.18,111,5
069920,엑시온그룹,202503190900,20250320,1175,1520,29.0,851,1
038060,루멘스,202601140900,20260115,611,790,28.94,1636,1
221840,하이즈항공,202507250900,20250728,2450,3165,28.83,408,3
317240,TS트릴리온,202512170900,20251218,282,364,28.72,3546,1
003780,진양산업,202412100900,20241211,7500,9680,28.71,133,1
001460,BYC,202302160900,20230220,37650,48550,28.59,26,4
005360,모나미,202508260900,20250827,2110,2720,28.55,473,1
101400,엔시트론,202601270900,20260128,426,549,28.52,2347,1
046890,서울반도체,202602100900,20260225,7390,9520,28.47,135,15
212560,네오오토,202601020900,20260105,8930,11500,28.42,111,3
052220,iMBC,202504010900,20250402,4015,5170,28.41,249,1
053980,오상자이엘,202408070900,20240808,3825,4925,28.4,261,1
024940,PN풍년,202412100900,20241211,8000,10300,28.39,125,1
024060,흥구석유,202407310900,20240801,13750,17700,28.37,72,1
047310,파워로직스,202401250900,20240129,10620,13670,28.36,94,4
180400,DXVX,202408060900,20240807,3240,4170,28.35,308,1
263810,상신전자,202510130900,20251014,3035,3905,28.31,329,1
088340,유라클,202504070900,20250408,26050,33500,28.24,38,1
050090,비케이홀딩스,202504100900,20250411,612,787,28.24,1633,1
323350,다원넥스뷰,202602200900,20260223,14550,18710,28.24,68,3
480370,씨케이솔루션,202602110900,20260213,3119,4010,28.21,320,2
050120,ES큐브,202408300900,20240902,1867,2400,28.19,535,3
065770,CS,202412100900,20241211,2280,2930,28.15,438,1
125490,한라캐스트,202510150900,20251016,8800,11300,28.05,113,1
032500,케이엠더블유,202505300900,20250602,8800,11300,28.05,113,3
115310,인포바인,202507090900,20250710,46350,59500,28.02,21,1
080220,제주반도체,202510020900,20251010,18700,24000,27.99,53,8
065370,위세아이텍,202412100900,20241211,4145,5320,27.99,241,1
457550,우진엔텍,202601200900,20260121,24200,31050,27.95,41,1
250060,모비스,202601210900,20260122,5830,7480,27.95,171,1
013720,THE CUBE&,202504150900,20250416,785,1007,27.93,1273,1
065370,위세아이텍,202504010900,20250402,7300,9360,27.86,136,1
043910,자연과환경,202503270900,20250328,639,819,27.81,1564,1
900300,오가닉티코스메틱,202510300900,20251031,380,487,27.8,2631,1
002680,한탑,202502270900,20250304,779,998,27.76,1283,5
079370,제우스,202601230900,20260128,15510,19870,27.76,64,5
101670,하이드로리튬,202508110900,20250812,2445,3130,27.66,408,1
317870,엔바이오니아,202510280900,20251029,13970,17880,27.63,71,1
226330,신테카바이오,202511120900,20251114,4985,6380,27.63,200,2
016670,디모아,202504020900,20250403,4690,6000,27.58,213,1
382900,범한퓨얼셀,202509110900,20250912,26500,33900,27.57,37,1
000150,두산,202309110900,20230912,120000,153500,27.56,8,1
067080,대화제약,202409260900,20240927,11000,14070,27.56,90,1
032800,판타지오,202403180900,20240319,1685,2155,27.54,593,1
039240,경남스틸,202412090900,20241210,3550,4540,27.53,281,1
014940,오리엔탈정공,202508060900,20250808,6140,7850,27.5,162,2
043710,서울리거,202504110900,20250414,504,644,27.42,1984,3
322180,LS티라유텍,202511030900,20251104,5940,7590,27.42,168,1
004100,태양금속,202504070900,20250408,3480,4445,27.38,287,1
340440,세림B&G,202507030900,20250704,1386,1770,27.35,721,1
054540,삼영엠텍,202509020900,20250905,9220,11770,27.3,108,3
015710,코콤,202301110900,20230112,6950,8870,27.27,143,1
004410,서울식품,202504160900,20250417,145,185,27.23,6896,1
047080,한빛소프트,202408260900,20240827,1631,2080,27.18,613,1
222420,쎄노텍,202601270900,20260130,1367,1743,27.15,731,3
459510,나우로보틱스,202509120900,20250915,20550,26200,27.14,48,3
007720,소노스퀘어,202408020900,20240805,636,810,27.01,1572,3
007370,진양제약,202412230900,20250107,5850,7450,27.0,170,15
047560,이스트소프트,202411260900,20241128,16300,20750,26.95,61,2
065500,오리엔트정공,202503140900,20250318,7670,9760,26.9,130,4
058450,한주에이알티,202506160900,20250617,1108,1410,26.9,902,1
194700,노바렉스,202505080900,20250515,11490,14620,26.89,87,7
002870,신풍,202411260900,20241127,958,1219,26.89,1043,1
036710,심텍홀딩스,202509290900,20251002,2755,3505,26.87,362,3
226950,올릭스,202509020900,20250903,61000,77600,26.86,16,1
205500,넥써쓰,202506230900,20250624,3365,4280,26.84,297,1
000670,영풍,202409190900,20240920,45923,58404,26.83,21,1
035620,바른손이앤에이,202506200900,20250623,454,577,26.74,2202,3
066430,아이로보틱스,202602050900,20260206,2905,3690,26.67,344,1
215480,토박스코리아,202504210900,20250422,2835,3600,26.63,352,1
001020,페이퍼코리아,202410230900,20241024,780,990,26.57,1282,1
240810,원익IPS,202512300900,20260105,65400,83000,26.56,15,6
073190,듀오백,202501140900,20250115,1931,2450,26.53,517,1
090710,휴림로봇,202512290900,20251230,6300,7990,26.47,158,1
054540,삼영엠텍,202510210900,20251022,14690,18630,26.47,68,1
077360,덕산하이메탈,202602040900,20260205,9180,11640,26.45,108,1
086960,MDS테크,202501070900,20250108,1060,1344,26.44,943,1
053950,경남제약,202407290900,20240730,725,919,26.41,1379,1
018000,유니슨,202506160900,20250617,1472,1865,26.35,679,1
043340,에쎈테크,202504090900,20250410,529,670,26.3,1890,1
109820,진매트릭스,202509170900,20250918,2910,3685,26.28,343,1
015750,성우하이텍,202503240900,20250325,5340,6760,26.24,187,1
000400,롯데손해보험,202402130900,20240214,2690,3405,26.23,371,1
090360,로보스타,202506230900,20250624,25800,32650,26.2,38,1
088130,동아엘텍,202602040900,20260205,6250,7900,26.05,160,1
317850,대모,202511240900,20251125,7010,8860,26.04,142,1
020400,대동금속,202312280900,20240102,11150,14090,26.02,89,5
102120,어보브반도체,202502060900,20250210,10130,12800,26.01,98,4
002870,신풍,202309130900,20230914,869,1098,26.0,1150,1
104200,NHN벅스,202601090900,20260112,4155,5250,26.0,240,3
070590,한솔인티큐브,202509290900,20250930,1908,2410,25.96,524,1
018680,서울제약,202407170900,20240718,3650,4610,25.95,273,1
033320,제이씨현시스템,202409100900,20240911,3005,3795,25.94,332,1
052600,한네트,202409190900,20240920,3730,4710,25.92,268,1
032820,우리기술,202506160900,20250617,2780,3510,25.91,359,1
322780,코퍼스코리아,202510100900,20251014,1600,2020,25.9,625,4
052220,iMBC,202503260900,20250327,3905,4930,25.9,256,1
069140,누리플랜,202504020900,20250409,1463,1847,25.9,683,7
088130,동아엘텍,202602060900,20260210,8080,10200,25.89,123,4
